product_id,category_id,product_name,description,price,stock_quantity,created_at
27,21,청바지 Beige 오버핏,변경 가능한 객체 지향적 성공,167200.0,77,2025-07-17 22:30:23
28,11,티셔츠 FireBrick 베이직,복제된 비동기 공개 시스템,131000.0,16,2025-01-26 14:42:33
29,31,자켓 LightCoral 오버핏,동기화 인간자원 포탈,71000.0,70,2025-03-26 18:52:41
30,31,자켓 LightBlue 베이직,안전한 결정 인터페이스,38500.0,67,2025-05-04 02:13:37
31,11,티셔츠 CornflowerBlue 베이직,중심이 상황에 맞는 프로토콜,158800.0,16,2025-01-25 01:45:53
32,22,슬랙스 LightBlue 슬림핏,원활한 분리형 정의,173400.0,13,2025-03-13 14:26:19
33,12,셔츠 MediumAquaMarine 베이직,비전 있는 정적 프로젝트,89100.0,28,2025-04-08 07:30:24
34,21,청바지 Sienna 오버핏,멀티 레이어 해답 기반 설치과정,48600.0,97,2025-03-03 03:09:33
35,12,셔츠 CornflowerBlue 슬림핏,무결점의 컨텐츠 기반 능력,114900.0,28,2025-04-14 03:43:07
36,31,자켓 Brown 오버핏,다용도 환경 친화적 회로,61400.0,74,2025-05-05 01:08:52
37,21,청바지 Ivory 슬림핏,크로스 플랫폼 장거리 서비스 창구,95600.0,58,2025-02-06 23:56:22
38,12,셔츠 Blue 슬림핏,안전한 6세대 공개 시스템,93700.0,37,2025-06-12 04:30:53
39,31,자켓 NavajoWhite 오버핏,공개 키 분리된 관리자,175600.0,79,2025-07-05 09:52:06
40,12,셔츠 MediumOrchid 슬림핏,다용도 교훈적 패러다임,101700.0,49,2025-04-17 04:34:21
41,31,자켓 PaleGoldenRod 오버핏,다양한 그리드 가능 구조체,131000.0,45,2025-06-08 16:05:43
42,13,니트 PeachPuff 베이직,적응된 잘 모듈화된 그룹웨어,48900.0,85,2025-03-01 13:31:54
43,11,티셔츠 Maroon 베이직,독보적인 로컬 알고리즘,46900.0,20,2025-05-11 18:13:45
44,21,청바지 MediumSeaGreen 오버핏,특별한 클라이언트 단 성공,72500.0,44,2025-06-25 02:57:43
45,13,니트 FireBrick 슬림핏,줄어든 문맥 기반 인공지능,106500.0,87,2025-01-06 04:18:43
46,22,슬랙스 FloralWhite 슬림핏,낮은 주파수 탐지 가능 포탈,109800.0,85,2025-03-13 18:28:12
47,22,슬랙스 SlateGray 베이직,다중 주파수 최적화된 프로토콜,113200.0,32,2025-04-12 18:59:39
48,21,청바지 NavajoWhite 슬림핏,동기화 무해한 에뮬레이션,43900.0,89,2025-04-06 14:41:52
49,11,티셔츠 LightSeaGreen 슬림핏,비전 있는 무관리 코어,140700.0,74,2025-03-09 03:40:00
50,41,스니커즈 LightCoral 베이직,확장된 결정 성공,29400.0,31,2025-06-24 13:10:14
51,41,스니커즈 SteelBlue 오버핏,확대된 로컬 인코딩,161000.0,6,2025-04-14 12:05:22
52,11,티셔츠 Snow 오버핏,낮은 무해한 엑스트라넷,106600.0,40,2025-04-02 00:50:15
53,11,티셔츠 DarkOrange 슬림핏,리버스 엔지니어링된 밀착 에뮬레이션,137100.0,24,2025-06-28 23:34:41
54,11,티셔츠 SeaGreen 베이직,출판된 6세대 엔진,52800.0,52,2025-05-18 22:38:40
55,11,티셔츠 DarkTurquoise 슬림핏,관리된 5세대 프로토콜,61100.0,95,2025-06-13 15:16:38
56,22,슬랙스 DarkSlateGray 슬림핏,함수 기반의 멀티미디어 미들웨어,59700.0,53,2025-03-26 05:40:45
57,13,니트 SlateBlue 슬림핏,업그레이드 가능한 클라이언트-서버 공구,94900.0,23,2025-08-04 01:16:11
58,11,티셔츠 GhostWhite 오버핏,총 웹 사용 가능 관리자,176100.0,95,2025-02-18 11:48:48
59,31,자켓 LightSeaGreen 오버핏,인체 공학적인 가치추가 아키텍쳐,127600.0,35,2025-02-12 07:35:23
60,11,티셔츠 Olive 베이직,비즈니스 중점적 인간자원 시너지,57900.0,17,2025-03-15 23:36:17
61,41,스니커즈 Teal 오버핏,중심이 글로벌 소프트웨어,62800.0,77,2025-04-15 05:58:51
62,21,청바지 DarkGray 오버핏,안정적인 분석중인 시너지,37500.0,13,2025-06-29 17:13:56
63,31,자켓 Aquamarine 베이직,올바른 사이즈의 수요 중심 우연성,90400.0,27,2025-07-28 17:42:27
64,41,스니커즈 Snow 베이직,단체 기반의 3세대 인트라넷,62700.0,30,2025-01-27 04:49:28
65,11,티셔츠 Cyan 오버핏,멀티 레이어 국가적 축적,100800.0,75,2025-04-01 01:45:28
66,21,청바지 DeepPink 베이직,안전한 4세대 아카이브,65500.0,83,2025-02-22 15:32:32
67,12,셔츠 Olive 베이직,공개 아키텍쳐 가치추가 도전,160700.0,43,2025-03-05 06:55:16
68,22,슬랙스 Indigo 오버핏,원활한 인간자원 모니터링,197600.0,72,2025-05-03 00:56:23
69,31,자켓 DarkOrchid 슬림핏,동기화 주파수 탐지 가능 성공,60400.0,58,2025-02-12 22:16:42
70,41,스니커즈 Green 오버핏,더 작아진 방향 서비스 창구,91500.0,87,2025-02-17 04:34:21
71,31,자켓 NavajoWhite 베이직,인체 공학적인 보조 인터페이스,124400.0,55,2025-01-07 13:48:13
72,11,티셔츠 LightSalmon 슬림핏,줄어든 글로벌 알고리즘,25400.0,44,2025-02-25 12:02:32
73,11,티셔츠 GreenYellow 오버핏,총 헌신적 축적,53900.0,7,2025-05-20 04:55:39
74,21,청바지 MidnightBlue 오버핏,사용자 중심의 클라이언트-서버 어플리케이션,139100.0,89,2025-02-08 09:23:37
75,41,스니커즈 Maroon 슬림핏,품질 중심의 국가적 지식 기반,122700.0,75,2025-08-06 21:36:29
76,12,셔츠 MediumOrchid 슬림핏,더 작아진 로컬 마이그레이션,138600.0,52,2025-05-31 11:51:32
77,31,자켓 Indigo 오버핏,트리플 버퍼 실시간 회로,77300.0,32,2025-05-06 00:30:08
78,12,셔츠 MediumVioletRed 슬림핏,융합력있는 실시간 프레임워크,152900.0,67,2025-07-24 15:14:55
79,11,티셔츠 PapayaWhip 오버핏,모니터링되는 고도 기반 접근,157200.0,22,2025-02-25 16:29:15
80,21,청바지 DarkMagenta 슬림핏,다양한 로컬 소프트웨어,21000.0,14,2025-03-28 12:58:55
81,22,슬랙스 AntiqueWhite 슬림핏,숙련된 24/7 그룹웨어,89900.0,88,2025-05-26 01:24:47
82,22,슬랙스 PaleVioletRed 슬림핏,1:1 안정적 패러다임,128600.0,77,2025-03-12 00:28:47
83,21,청바지 NavajoWhite 오버핏,가상 스며든 알고리즘,106300.0,92,2025-02-11 03:19:00
84,22,슬랙스 Lavender 베이직,적응된 문맥 기반 인공지능,64300.0,99,2025-07-17 04:24:08
85,22,슬랙스 MediumSpringGreen 베이직,관리된 24시간 데이터베이스,168000.0,79,2025-05-07 10:34:56
86,31,자켓 SlateBlue 슬림핏,다중 주파수 수요 중심 정책,88400.0,67,2025-07-17 23:30:36
87,31,자켓 LimeGreen 베이직,진보적인 인간자원 미들웨어,71300.0,26,2025-03-05 13:13:18
88,11,티셔츠 Green 오버핏,확대된 범국가적 인터페이스,148900.0,48,2025-04-20 13:28:11
89,13,니트 SandyBrown 슬림핏,변경 가능한 장거리 모니터링,142600.0,73,2025-04-17 08:05:56
90,13,니트 MediumBlue 오버핏,조절 가능한 글로벌 안내 창구,165100.0,0,2025-03-07 16:48:12
91,31,자켓 WhiteSmoke 슬림핏,최적화된 선구적 미들웨어,134800.0,20,2025-02-28 09:32:23
92,41,스니커즈 Green 오버핏,중심이 인간자원 회로,51500.0,41,2025-03-20 18:39:29
93,21,청바지 Plum 슬림핏,줄어든 고도 기반 소프트웨어,173200.0,38,2025-07-22 14:38:05
94,21,청바지 Teal 슬림핏,단체 기반의 4세대 코어,125600.0,46,2025-01-10 14:05:36
95,22,슬랙스 MidnightBlue 베이직,확장된 비대칭 인트라넷,37200.0,47,2025-03-30 03:03:02
96,11,티셔츠 LemonChiffon 베이직,가상 클라이언트-서버 공개 시스템,90400.0,56,2025-01-27 00:07:02
97,22,슬랙스 MidnightBlue 베이직,동기화 24/7 시너지,141700.0,41,2025-03-23 18:33:07
98,12,셔츠 LightSeaGreen 오버핏,공개 아키텍쳐 클라이언트-서버 아키텍쳐,38700.0,89,2025-02-08 17:19:47
99,21,청바지 Orange 슬림핏,더 커진 멀티미디어 환경,92200.0,96,2025-03-25 00:55:30
100,12,셔츠 AntiqueWhite 오버핏,크로스 그룹 실행 미디어 정보,140500.0,43,2025-02-22 07:31:54
