product_id,category_id,product_name,description,price,stock_quantity,created_at
45,21,청바지 MediumSeaGreen 오버핏,강력한 국가적 인공지능,92000.0,24,2025-04-19 17:16:06
46,13,니트 Sienna 오버핏,무결점의 결합된 프로젝트,22200.0,31,2025-05-18 20:40:52
47,12,셔츠 PaleGreen 오버핏,공개 키 주파수 탐지 가능 공개 시스템,186400.0,35,2025-02-27 08:51:50
48,21,청바지 LightGray 슬림핏,최전방 안정적 코어,133300.0,13,2025-08-03 22:30:33
49,21,청바지 RosyBrown 슬림핏,미래가 보장된 고단계 우연성,182200.0,56,2025-05-19 19:27:32
50,11,티셔츠 Red 오버핏,적응된 휴리스틱 프레임,102000.0,27,2025-02-08 04:42:13
51,11,티셔츠 LightGray 오버핏,설정 가능한 방향 전략,89900.0,59,2025-04-01 09:02:06
52,22,슬랙스 DarkBlue 슬림핏,미래가 보장된 24/7 LAN,145700.0,16,2025-04-08 03:25:34
53,13,니트 LightCyan 베이직,품질 중심의 주파수 탐지 가능 환경,143300.0,28,2025-03-19 21:59:05
54,21,청바지 Magenta 오버핏,확대된 백그라운드 배열,191000.0,68,2025-03-21 08:43:12
55,22,슬랙스 Navy 오버핏,확대된 선구적 보안구역,175900.0,4,2025-06-23 07:00:05
56,13,니트 LightSeaGreen 슬림핏,중심이 멀티 태스킹 마이그레이션,47100.0,84,2025-08-04 12:54:28
57,21,청바지 Azure 슬림핏,크로스 플랫폼 잘 모듈화된 분석,171600.0,76,2025-08-06 16:38:29
58,21,청바지 Wheat 슬림핏,공유 가능한 모듈형 함수,69200.0,54,2025-02-01 20:14:49
59,12,셔츠 CadetBlue 베이직,선택적 클라이언트 단 시너지,199400.0,52,2025-05-06 03:45:12
60,13,니트 LightBlue 오버핏,출판된 실행 GUI,88000.0,84,2025-02-25 11:40:52
61,21,청바지 Khaki 베이직,반동적인 무관리 지원,129100.0,61,2025-04-20 00:10:37
62,21,청바지 Magenta 슬림핏,융합된 24시간 미들웨어,40400.0,25,2025-01-19 18:52:55
63,11,티셔츠 White 슬림핏,오픈소스 무해한 우연성,113600.0,11,2025-03-02 02:18:11
64,13,니트 Wheat 오버핏,트리플 버퍼 고단계 지원,162500.0,16,2025-01-07 14:20:39
65,21,청바지 LightPink 슬림핏,비즈니스 중점적 수요 중심 벤치마크,58300.0,37,2025-06-27 05:29:24
66,11,티셔츠 Snow 오버핏,동기화 멀티미디어 예산 관리,134600.0,78,2025-07-28 13:30:49
67,11,티셔츠 PapayaWhip 베이직,프로그래밍 가능한 객체 지향적 축적,112500.0,87,2025-03-09 14:29:55
68,11,티셔츠 Thistle 슬림핏,원활한 요약 마이그레이션,145600.0,28,2025-05-25 20:21:10
69,13,니트 LightGreen 베이직,디지털화된 확장 암호화,66500.0,87,2025-03-09 03:06:24
70,13,니트 GhostWhite 오버핏,총 컨텐츠 기반 능력,79200.0,42,2025-05-26 10:04:33
71,12,셔츠 ForestGreen 슬림핏,진보적인 환경 친화적 보안구역,43000.0,94,2025-03-26 10:49:33
72,21,청바지 BlueViolet 슬림핏,융합된 역수 함수,112700.0,31,2025-01-17 01:45:21
73,13,니트 DarkSlateBlue 슬림핏,다중 주파수 분석중인 웹 사이트,167900.0,81,2025-03-08 11:13:19
74,13,니트 MediumTurquoise 베이직,사용자 중심의 근본적 성공,118800.0,4,2025-05-04 01:15:01
75,22,슬랙스 Tomato 오버핏,미래가 보장된 잘 모듈화된 프레임,43200.0,89,2025-04-14 12:35:55
76,21,청바지 BurlyWood 베이직,안정적인 밀착 구조체,106600.0,85,2025-07-15 06:34:13
77,12,셔츠 DarkCyan 오버핏,동기화 분리된 설치과정,176300.0,7,2025-04-28 02:57:30
78,21,청바지 Cyan 슬림핏,함수 기반의 비대칭 시너지,116600.0,55,2025-03-19 21:49:06
79,11,티셔츠 DarkGray 오버핏,유기농 가치추가 웹 사이트,154500.0,13,2025-03-18 15:21:37
80,12,셔츠 BlanchedAlmond 슬림핏,비즈니스 중점적 다음 세대 서비스 창구,181100.0,17,2025-07-03 06:31:33
81,21,청바지 GhostWhite 슬림핏,오픈소스 무관리 구조체,38900.0,27,2025-03-20 23:33:08
82,22,슬랙스 Green 슬림핏,관리된 비동기 성공,36100.0,43,2025-03-24 21:55:46
83,13,니트 HotPink 베이직,안정적인 로컬 구조체,142200.0,66,2025-06-08 17:01:19
84,13,니트 Lavender 슬림핏,독보적인 범국가적 시너지,152600.0,7,2025-02-19 22:31:18
85,22,슬랙스 Aquamarine 베이직,원활한 스며든 시간화,80700.0,51,2025-05-12 11:33:09
86,13,니트 RoyalBlue 슬림핏,변경 가능한 요약 미들웨어,197600.0,32,2025-05-28 17:59:44
87,13,니트 Pink 오버핏,사용자 중심의 글로벌 축적,64300.0,3,2025-07-10 06:46:16
88,11,티셔츠 SandyBrown 슬림핏,확대된 보조 공개 시스템,30000.0,8,2025-02-11 04:01:23
89,11,티셔츠 Linen 베이직,수익에 중점을 둔 24시간 모델,196800.0,94,2025-06-19 12:15:05
90,11,티셔츠 LightGoldenRodYellow 슬림핏,오픈소스 장거리 안내 창구,167100.0,93,2025-08-04 08:41:04
91,22,슬랙스 SandyBrown 슬림핏,독보적인 다이나믹 GUI,116300.0,25,2025-01-21 08:25:55
92,22,슬랙스 PaleGreen 오버핏,무결점의 실행 펌웨어,78300.0,18,2025-01-25 11:07:01
93,13,니트 DarkOliveGreen 슬림핏,공개 아키텍쳐 수요 중심 표준,147300.0,13,2025-05-20 20:12:43
94,21,청바지 Coral 베이직,공유 가능한 클라이언트 단 시너지,115900.0,32,2025-03-10 08:43:21
95,13,니트 RosyBrown 슬림핏,멀티 채널 비대칭 접근,118800.0,1,2025-02-18 18:39:07
96,11,티셔츠 SandyBrown 베이직,사용자 중심의 정적 환경,45000.0,72,2025-07-05 18:10:29
97,12,셔츠 SkyBlue 오버핏,독보적인 잘 모듈화된 우연성,94100.0,93,2025-03-15 07:37:25
98,21,청바지 Bisque 오버핏,융합된 웹 사용 가능 구조체,42400.0,74,2025-06-14 23:29:36
99,21,청바지 SeaGreen 베이직,조직화된 잘 모듈화된 설치과정,153400.0,21,2025-06-05 16:49:21
100,13,니트 AntiqueWhite 슬림핏,다용도 멀티미디어 모니터링,163100.0,13,2025-03-27 08:56:20
