product_id,category_id,product_name,description,price,stock_quantity,created_at
80,11,티셔츠 MediumSlateBlue 베이직,강화된 잘 모듈화된 보안구역,80100.0,45,2024-12-26 21:40:54
81,12,셔츠 MediumSeaGreen 슬림핏,조직화된 방향 환경,118800.0,99,2024-09-28 05:26:44
82,21,청바지 SandyBrown 베이직,최전방 작동 보안구역,102000.0,81,2024-12-09 21:01:37
83,12,셔츠 DarkGreen 슬림핏,인체 공학적인 환경 친화적 하드웨어,193700.0,25,2024-10-21 14:08:08
84,22,슬랙스 Thistle 베이직,무결점의 교훈적 LAN,166200.0,98,2025-02-15 19:59:52
85,31,자켓 DarkOrchid 슬림핏,최적화된 방향 축적,115500.0,40,2024-10-25 01:00:36
86,12,셔츠 Chocolate 슬림핏,무결점의 5세대 생산 능력,110300.0,73,2025-04-15 20:58:16
87,31,자켓 Magenta 베이직,인체 공학적인 클라이언트 단 태도,118000.0,9,2025-01-21 14:09:40
88,22,슬랙스 Snow 슬림핏,무결점의 지역적 소프트웨어,100900.0,34,2024-09-29 10:37:25
89,31,자켓 Magenta 베이직,선택적 문맥 기반 인터페이스,104600.0,92,2024-11-23 14:47:06
90,22,슬랙스 Chartreuse 슬림핏,유저 친화적 백그라운드 환경,196400.0,32,2025-07-01 12:52:25
91,13,니트 Linen 베이직,멀티 레이어 최적화된 공개 시스템,170300.0,12,2024-11-30 22:18:43
92,12,셔츠 Lavender 오버핏,확장된 최적화된 펌웨어,61000.0,39,2025-04-28 18:37:21
93,22,슬랙스 Green 슬림핏,확장된 휴리스틱 분석,152400.0,17,2025-07-13 09:10:46
94,22,슬랙스 LightPink 슬림핏,조직화된 6세대 에뮬레이션,53300.0,38,2024-12-06 02:29:52
95,12,셔츠 PapayaWhip 오버핏,강화된 5세대 GUI,41600.0,84,2024-09-19 02:23:10
96,22,슬랙스 LightGreen 베이직,유기농 로컬 환경,163600.0,48,2025-02-01 04:28:47
97,31,자켓 DarkOliveGreen 베이직,다용도 가치추가 전략,50600.0,30,2024-10-11 20:42:29
98,13,니트 SkyBlue 슬림핏,줄어든 객체 지향적 배열,74300.0,30,2024-09-29 04:54:15
99,11,티셔츠 Peru 오버핏,공개 키 가치추가 공구,127600.0,85,2025-03-19 13:40:07
100,31,자켓 DarkOrange 베이직,선택적 중립형 시너지,107500.0,32,2025-03-24 07:32:22
101,13,니트 MistyRose 슬림핏,최전방 모듈형 정책,84300.0,39,2024-11-06 18:40:31
102,21,청바지 MediumVioletRed 오버핏,숙련된 정적 LAN,192700.0,23,2024-09-18 10:12:13
103,13,니트 PapayaWhip 베이직,인체 공학적인 작동 LAN,140400.0,94,2025-05-12 02:54:08
104,11,티셔츠 MediumOrchid 오버핏,올바른 사이즈의 필수 공개 시스템,98400.0,81,2025-02-19 04:37:21
105,12,셔츠 Thistle 베이직,미래가 보장된 6세대 지원,193600.0,51,2024-11-16 16:50:35
106,31,자켓 LavenderBlush 오버핏,더 작아진 24/7 어플리케이션,50100.0,46,2025-02-06 13:20:32
107,31,자켓 BlueViolet 베이직,출판된 취약점 아키텍쳐,142500.0,53,2025-03-07 11:19:04
108,31,자켓 LightGoldenRodYellow 슬림핏,공개 키 지역적 제품,66500.0,18,2024-08-28 13:52:16
109,22,슬랙스 MediumVioletRed 오버핏,융합된 결합된 미들웨어,173400.0,58,2024-11-16 12:44:37
110,13,니트 DarkSlateBlue 베이직,안전한 글로벌 고객 만족,146200.0,19,2025-01-18 10:13:50
111,22,슬랙스 YellowGreen 베이직,융합력있는 백그라운드 LAN,155700.0,44,2025-05-24 15:02:56
112,12,셔츠 White 베이직,완벽히 설정된 멀티미디어 시간화,26000.0,72,2025-02-19 05:47:37
113,21,청바지 PeachPuff 베이직,객체 기반의 가치추가 엑스트라넷,173100.0,73,2025-06-02 06:34:24
114,12,셔츠 Tan 오버핏,다중 주파수 다중 상태 예보,61000.0,81,2025-01-13 15:29:50
115,31,자켓 Gray 오버핏,독보적인 지역적 구조체,129400.0,56,2025-04-23 20:37:48
116,21,청바지 BlueViolet 오버핏,안전한 교훈적 분석,169300.0,74,2025-05-10 05:34:28
117,21,청바지 RoyalBlue 베이직,확대된 다중 상태 모델,82100.0,64,2024-08-12 03:10:03
118,22,슬랙스 Gainsboro 슬림핏,비즈니스 중점적 무관리 성공,71800.0,84,2024-09-25 12:51:00
119,22,슬랙스 Chocolate 슬림핏,진보적인 선구적 분석,142200.0,62,2024-10-18 23:14:28
120,12,셔츠 Linen 베이직,업그레이드 가능한 분리된 구조체,158800.0,44,2024-12-07 07:37:13
121,21,청바지 MediumSeaGreen 베이직,단체 기반의 고단계 웹 사이트,74300.0,15,2024-11-27 00:08:09
122,12,셔츠 Violet 베이직,디지털화된 무관용 그래픽 인터페이스,104200.0,47,2025-01-04 20:04:17
123,21,청바지 MediumSpringGreen 베이직,유기농 밀착 모니터링,94100.0,92,2024-10-20 12:43:48
124,11,티셔츠 PowderBlue 슬림핏,수익에 중점을 둔 스며든 서비스 창구,32700.0,35,2025-06-20 02:36:47
125,22,슬랙스 MediumSlateBlue 베이직,융합된 비동기 환경,164100.0,41,2024-09-08 08:58:49
126,22,슬랙스 Sienna 오버핏,반동적인 컨텐츠 기반 생산 능력,178600.0,53,2024-12-28 09:45:51
127,13,니트 Coral 오버핏,멀티 채널 다음 세대 정의,113200.0,26,2025-03-17 07:59:38
128,12,셔츠 Cornsilk 베이직,인체 공학적인 정적 환경,49700.0,20,2024-08-30 21:57:59
129,31,자켓 DarkOrange 베이직,프로그래밍 가능한 24/7 환경,61100.0,9,2024-08-12 19:14:51
130,12,셔츠 FloralWhite 베이직,디지털화된 다이나믹 인트라넷,124700.0,79,2025-07-28 23:00:34
131,11,티셔츠 Red 베이직,최전방 필수 에뮬레이션,180700.0,36,2024-08-30 12:53:32
132,13,니트 SkyBlue 베이직,멀티 레이어 가치추가 프로토콜,29900.0,5,2025-06-20 14:50:41
133,21,청바지 MediumVioletRed 베이직,품질 중심의 4세대 에뮬레이션,138800.0,21,2024-12-29 21:24:52
134,31,자켓 NavajoWhite 오버핏,적응된 환경 친화적 접근,195200.0,56,2025-01-27 16:40:05
135,11,티셔츠 DarkKhaki 오버핏,품질 중심의 밀착 하드웨어,94300.0,28,2025-01-01 00:51:03
136,22,슬랙스 Purple 슬림핏,오픈소스 멀티미디어 환경,66700.0,85,2024-11-19 03:14:54
137,31,자켓 DeepPink 베이직,원활한 그리드 가능 모델,21800.0,34,2024-11-06 02:07:49
138,21,청바지 Tomato 오버핏,효율적인 주파수 탐지 가능 우연성,175900.0,92,2025-03-09 22:20:08
139,41,스니커즈 RosyBrown 베이직,안전한 최대화 생산 능력,92200.0,15,2025-04-03 03:33:13
140,13,니트 Pink 오버핏,확대된 무관리 미들웨어,157900.0,85,2024-08-18 05:35:26
141,11,티셔츠 Snow 슬림핏,비즈니스 중점적 지역적 지원,94700.0,81,2025-03-09 16:49:34
142,13,니트 Coral 오버핏,인체 공학적인 클라이언트-서버 그룹웨어,146600.0,38,2024-10-20 11:08:30
143,12,셔츠 Lime 베이직,객체 기반의 다중 상태 GUI,160000.0,84,2025-07-14 14:40:21
144,12,셔츠 Cornsilk 오버핏,낮은 무해한 펌웨어,64500.0,43,2024-10-03 10:38:15
145,13,니트 MediumVioletRed 오버핏,총 고도 기반 프로토콜,90700.0,18,2025-05-29 23:32:26
146,22,슬랙스 PowderBlue 오버핏,트리플 버퍼 비동기 능력,45600.0,77,2024-11-10 05:44:40
147,12,셔츠 DarkCyan 오버핏,융합된 클라이언트 단 암호화,182000.0,82,2025-07-01 10:32:54
148,12,셔츠 Blue 오버핏,줄어든 다음 세대 그룹웨어,109600.0,70,2025-07-13 22:08:55
149,11,티셔츠 AliceBlue 슬림핏,복제된 확장 구조체,147800.0,15,2024-08-13 05:23:23
150,21,청바지 Silver 오버핏,중심이 실시간 인공지능,53500.0,95,2025-03-20 02:26:13
151,21,청바지 DarkSlateBlue 슬림핏,숙련된 분리된 프로토콜,108000.0,44,2025-05-25 20:28:28
152,13,니트 PaleGreen 슬림핏,트리플 버퍼 웹 사용 가능 회로,120300.0,73,2025-02-13 03:27:47
153,11,티셔츠 DarkOrange 슬림핏,크로스 플랫폼 수요 중심 분석,99700.0,91,2024-11-17 21:28:56
154,13,니트 HoneyDew 오버핏,무결점의 컨텐츠 기반 모델,102800.0,54,2025-04-16 08:27:18
155,41,스니커즈 AliceBlue 슬림핏,강력한 비대칭 미들웨어,66800.0,58,2024-09-02 08:20:06
156,22,슬랙스 LightYellow 오버핏,더 커진 교훈적 우연성,67600.0,84,2025-06-13 06:54:47
157,21,청바지 DarkGoldenRod 슬림핏,강력한 요약 유연성,61000.0,8,2025-07-01 20:47:23
158,21,청바지 Violet 오버핏,디지털화된 환경 친화적 암호화,119000.0,34,2025-03-31 04:35:16
159,41,스니커즈 Pink 슬림핏,관리된 범국가적 인터페이스,56300.0,86,2024-10-15 04:43:31
160,21,청바지 LightSteelBlue 베이직,유기농 24/7 연합,173100.0,10,2025-06-08 23:09:33
161,31,자켓 Lavender 베이직,조직화된 결합된 컨셉,84500.0,5,2025-04-12 15:49:23
162,21,청바지 Sienna 슬림핏,융합된 최적화된 안내 창구,98300.0,89,2024-10-07 06:18:07
163,21,청바지 LightCoral 슬림핏,1:1 해답 기반 그래픽 인터페이스,154500.0,36,2025-02-06 07:46:31
164,41,스니커즈 DarkRed 베이직,선택적 고도 기반 함수,27100.0,6,2024-09-20 16:16:49
165,12,셔츠 FireBrick 베이직,모니터링되는 백그라운드 인코딩,74200.0,93,2025-06-08 23:42:10
166,12,셔츠 MediumSlateBlue 오버핏,비즈니스 중점적 문맥 기반 구조체,36100.0,10,2025-07-29 09:09:05
167,31,자켓 PaleTurquoise 슬림핏,원활한 합성물 프로토콜,62000.0,98,2024-12-13 16:55:13
168,41,스니커즈 DeepPink 베이직,미래가 보장된 해답 기반 함수,172500.0,49,2024-11-14 00:51:42
169,21,청바지 Cornsilk 오버핏,확장된 3세대 능력,134900.0,5,2024-11-01 19:29:25
170,22,슬랙스 MediumOrchid 베이직,1:1 국가적 우연성,175200.0,26,2024-08-28 15:47:10
171,31,자켓 Aqua 베이직,디지털화된 역수 분석,160500.0,34,2024-11-10 12:30:00
172,11,티셔츠 LightGoldenRodYellow 오버핏,업그레이드 가능한 클라이언트-서버 고객 만족,127100.0,48,2024-08-13 03:55:28
173,12,셔츠 GoldenRod 오버핏,확대된 역수 프로젝트,150000.0,39,2024-09-29 19:33:53
174,22,슬랙스 Thistle 슬림핏,낮은 웹 사용 가능 정의,70600.0,59,2025-01-23 10:53:00
175,21,청바지 DodgerBlue 베이직,다중 주파수 확장 설치과정,166800.0,35,2024-10-13 13:21:13
176,11,티셔츠 GoldenRod 베이직,출판된 글로벌 프로토콜,171500.0,29,2025-08-11 01:49:32
177,21,청바지 HotPink 베이직,안정적인 하이브리드 프레임워크,169300.0,93,2024-09-05 09:10:14
178,11,티셔츠 MediumPurple 베이직,공유 가능한 4세대 그래픽 인터페이스,55300.0,3,2025-05-30 00:51:03
179,12,셔츠 MediumSlateBlue 베이직,사용자 중심의 분리된 인트라넷,137600.0,81,2025-03-10 03:18:06
180,13,니트 MediumAquaMarine 슬림핏,낮은 상황에 맞는 공개 시스템,130600.0,95,2024-09-14 20:33:12
181,22,슬랙스 Moccasin 슬림핏,확장된 근본적 생산 능력,170600.0,20,2024-12-17 09:27:10
182,12,셔츠 MediumPurple 슬림핏,유기농 24시간 펌웨어,128900.0,11,2025-07-08 08:14:54
183,22,슬랙스 LightSeaGreen 슬림핏,1:1 교훈적 벤치마크,137600.0,4,2024-11-02 03:51:46
184,21,청바지 OrangeRed 베이직,조직화된 클라이언트 단 설치과정,74500.0,34,2025-04-22 08:10:07
185,21,청바지 BlanchedAlmond 슬림핏,강력한 교훈적 엑스트라넷,174700.0,87,2025-02-19 04:32:27
186,21,청바지 LightGreen 오버핏,강화된 선구적 도전,98900.0,32,2024-08-16 19:05:24
187,12,셔츠 MediumPurple 오버핏,출판된 비동기 접근,86800.0,1,2025-07-17 01:08:48
188,22,슬랙스 Gray 슬림핏,미래가 보장된 휴리스틱 벤치마크,25800.0,12,2025-01-06 13:30:32
189,41,스니커즈 DodgerBlue 베이직,안정적인 보조 알고리즘,109100.0,89,2025-07-29 16:53:28
190,22,슬랙스 DarkSeaGreen 베이직,미래가 보장된 로컬 분석,142700.0,89,2025-07-05 06:25:06
191,22,슬랙스 LightYellow 슬림핏,비즈니스 중점적 6세대 함수,92400.0,73,2025-02-22 10:04:47
192,22,슬랙스 Orchid 베이직,융합력있는 물류 암호화,149800.0,29,2025-03-21 17:24:13
193,11,티셔츠 Beige 베이직,오픈소스 다음 세대 시간화,52000.0,23,2025-07-06 11:29:20
194,13,니트 DodgerBlue 슬림핏,숙련된 작동 분석,85500.0,36,2025-06-29 03:33:28
195,31,자켓 NavajoWhite 베이직,유저 친화적 헌신적 아키텍쳐,47400.0,76,2025-07-29 17:01:24
196,22,슬랙스 GoldenRod 베이직,적응된 보조 솔루션,158600.0,60,2024-11-16 19:07:33
197,11,티셔츠 MediumAquaMarine 베이직,트리플 버퍼 실시간 시간화,72800.0,61,2025-07-30 18:14:16
198,21,청바지 Plum 베이직,진보적인 근본적 표준,132000.0,92,2024-12-02 16:39:52
199,41,스니커즈 Salmon 오버핏,조절 가능한 클라이언트-서버 데이터베이스,168900.0,2,2024-10-12 10:07:42
200,11,티셔츠 LightSeaGreen 베이직,더 작아진 컨텐츠 기반 프레임워크,42300.0,57,2025-03-02 19:46:11
201,13,니트 MintCream 베이직,크로스 플랫폼 분석중인 접근,159300.0,11,2025-04-02 21:04:40
202,41,스니커즈 Tomato 베이직,크로스 플랫폼 고단계 어댑터,194000.0,58,2025-06-09 18:17:25
203,21,청바지 LightGray 베이직,완벽히 설정된 장거리 서비스 창구,61100.0,94,2025-05-30 07:46:11
204,12,셔츠 LightSalmon 오버핏,줄어든 분석중인 분석,89100.0,30,2025-07-22 13:16:09
205,22,슬랙스 RosyBrown 오버핏,완벽히 설정된 중립형 예산 관리,107700.0,44,2024-12-22 17:49:56
206,41,스니커즈 YellowGreen 베이직,함수 기반의 필수 공구,64800.0,65,2025-06-01 12:11:20
207,21,청바지 Yellow 오버핏,선택적 백그라운드 환경,39800.0,82,2024-11-08 09:46:19
208,21,청바지 SteelBlue 오버핏,재정렬 하이브리드 아카이브,26100.0,58,2025-06-04 00:06:30
209,13,니트 Chocolate 베이직,변경 가능한 주파수 탐지 가능 정의,125400.0,82,2024-10-11 11:21:26
210,41,스니커즈 MediumSlateBlue 슬림핏,안전한 상황에 맞는 패러다임,132600.0,37,2024-12-06 03:04:36
211,13,니트 AntiqueWhite 슬림핏,적응된 보조 생산 능력,117400.0,68,2024-12-01 18:08:52
212,31,자켓 Yellow 오버핏,더 작아진 휴리스틱 그룹웨어,73900.0,82,2025-04-06 08:04:21
213,11,티셔츠 PaleGoldenRod 베이직,가상 지역적 미디어 정보,178300.0,99,2025-03-07 06:36:32
214,11,티셔츠 Linen 오버핏,다중 주파수 실행 컨셉,196200.0,85,2025-06-04 20:29:43
215,11,티셔츠 Bisque 베이직,동기화 다이나믹 프로젝트,38700.0,63,2025-01-02 04:06:56
216,11,티셔츠 MediumBlue 슬림핏,올바른 사이즈의 24/7 구조체,116500.0,94,2025-03-13 10:40:43
217,21,청바지 SlateBlue 오버핏,적응된 클라이언트 단 프레임워크,162200.0,42,2024-12-29 19:11:03
218,21,청바지 PaleGreen 오버핏,특별한 장거리 벤치마크,117000.0,66,2024-10-31 07:35:04
219,31,자켓 Indigo 베이직,더 작아진 로컬 어댑터,134800.0,57,2025-01-11 22:34:12
220,12,셔츠 Lime 오버핏,프로그래밍 가능한 로컬 데이터베이스,165300.0,59,2024-12-16 00:47:20
221,13,니트 Yellow 슬림핏,객체 기반의 최적화된 어플리케이션,64600.0,58,2025-05-16 16:33:02
222,12,셔츠 LightGray 슬림핏,다중 주파수 작동 프레임워크,146600.0,66,2024-10-11 23:16:59
223,22,슬랙스 BlanchedAlmond 오버핏,크로스 그룹 글로벌 인트라넷,114300.0,46,2025-07-18 22:55:56
224,11,티셔츠 Purple 슬림핏,품질 중심의 5세대 프로토콜,79700.0,56,2024-12-06 21:59:03
225,13,니트 Crimson 베이직,숙련된 웹 사용 가능 프로젝트,159200.0,75,2025-04-07 15:34:22
226,11,티셔츠 MediumPurple 베이직,안정적인 가치추가 태도,57100.0,23,2024-12-25 21:52:07
227,21,청바지 Turquoise 슬림핏,리버스 엔지니어링된 해답 기반 LAN,79000.0,81,2025-03-31 10:38:58
228,41,스니커즈 Purple 슬림핏,더 작아진 취약점 공구,134300.0,72,2024-08-21 19:42:50
229,41,스니커즈 Beige 오버핏,유저 친화적 멀티 태스킹 프레임워크,120700.0,37,2024-09-13 11:03:44
230,22,슬랙스 PaleTurquoise 슬림핏,효율적인 비동기 정책,189500.0,54,2025-05-15 09:30:43
231,13,니트 Olive 베이직,멀티 레이어 5세대 배열,120100.0,32,2025-05-10 09:05:56
232,41,스니커즈 DarkBlue 오버핏,자동화된 분석중인 인공지능,139300.0,5,2024-09-27 18:43:50
233,21,청바지 DarkOrchid 베이직,멀티 채널 컨텐츠 기반 인코딩,179400.0,51,2024-11-28 02:31:39
234,12,셔츠 LightSeaGreen 오버핏,관리된 선구적 패러다임,63800.0,83,2025-07-17 20:28:38
235,22,슬랙스 Bisque 슬림핏,줄어든 선구적 인트라넷,165400.0,88,2025-05-16 07:52:33
236,13,니트 DarkOrange 베이직,최전방 객체 지향적 엔진,125900.0,36,2025-07-20 06:30:35
237,22,슬랙스 DarkGray 슬림핏,공개 키 다중 상태 펌웨어,143100.0,70,2025-06-25 05:31:11
238,13,니트 Lime 오버핏,미래가 보장된 멀티미디어 지원,194600.0,42,2025-02-19 03:51:03
239,11,티셔츠 Pink 오버핏,다양한 그리드 가능 프레임워크,53000.0,2,2025-05-08 15:21:31
240,21,청바지 LightSkyBlue 베이직,융합력있는 요약 모니터링,25800.0,31,2025-06-10 12:41:02
241,41,스니커즈 Red 슬림핏,크로스 그룹 그리드 가능 함수,152100.0,91,2024-12-19 15:46:10
242,13,니트 HoneyDew 베이직,확장된 백그라운드 시너지,35000.0,76,2025-01-04 04:37:33
243,22,슬랙스 MediumSlateBlue 오버핏,크로스 플랫폼 실행 프레임워크,65800.0,87,2024-08-15 12:04:18
244,11,티셔츠 SlateGray 슬림핏,크로스 플랫폼 스며든 보안구역,21400.0,63,2025-05-29 21:10:55
245,31,자켓 Turquoise 슬림핏,품질 중심의 결합된 연합,197000.0,65,2024-12-12 02:26:04
246,13,니트 BlanchedAlmond 베이직,변경 가능한 웹 사용 가능 프로토콜,138700.0,24,2024-12-29 15:04:50
247,12,셔츠 SandyBrown 베이직,공유 가능한 물류 안내 창구,196500.0,34,2025-01-14 23:17:51
